Token	Corpus	Time	Text	Genre	Type	Whole_Genitive	Possessor	Possessum	Possessor_Length	Possessum_Length
fG57.022.04963	Frown	1990	G57	Non-fiction	of	the values of Yankee traders	Yankee traders	the values	2	2
fG57.022.04989	Frown	1990	G57	Non-fiction	of	the King James version of the Bible	tHe Bible	the King James version	2	4
fG57.022.04993	Frown	1990	G57	Non-fiction	of	strong systems of denominational schools	denominational schools	strong systems	2	2
fG57.022.04998	Frown	1990	G57	Non-fiction	of	the culture of immigrants and Catholics	immigrants and Catholics	the culture	3	2
fG57.022.05000	Frown	1990	G57	Non-fiction	of	the power of majorities	majorities	the power	1	2
fG57.022.05000	Frown	1990	G57	Non-fiction	of	the allegiance of evangelical Protestants	evangelical Protestants	the allegiance	2	2
fG57.022.05018	Frown	1990	G57	Non-fiction	of	public ownership of the means of production	the means of production	public ownership	4	2
fG57.032.04953	Frown	1990	G57	Non-fiction	of	the monopoly of older Latin grammar schools	older Latin grammar schools	the monopoly	4	2
fG57.032.04960	Frown	1990	G57	Non-fiction	of	Great Awakening of the 1730s	the 1730s	Great Awakening	2	2
fG57.032.04960	Frown	1990	G57	Non-fiction	of	the place of religion	religion	the place	1	2
fG57.032.04969	Frown	1990	G57	Non-fiction	of	the assumptions of the Enlightenment	the Enlightenment	the assumptions	2	2
fG57.032.04969	Frown	1990	G57	Non-fiction	s	humanity's inherent nature	humanity	inherent nature	1	2
fG57.032.04969	Frown	1990	G57	Non-fiction	of	the terror of the French Revolution	the French Revolution	the terror	3	2
fG57.032.04976	Frown	1990	G57	Non-fiction	of	The success of interdenominational Protestant groups	interdenominational Protestant groups	the success	3	2
fG57.032.04978	Frown	1990	G57	Non-fiction	of	the children of the unchurched poor	the unchurched poor	the children	3	2
fG57.042.04948	Frown	1990	G57	Non-fiction	s	one's parents and minister	one	parents and minister	1	3
fG57.042.04968	Frown	1990	G57	Non-fiction	of	the rise of faith in human reason	faith in human reason	the rise	4	2
fG57.042.04968	Frown	1990	G57	Non-fiction	of	the perfectibility of humanity	humanity	the perfectibility	1	2
fG57.052.04947	Frown	1990	G57	Non-fiction	of	the Puritans of New England	New England	the Puritans	2	2
fG57.052.04947	Frown	1990	G57	Non-fiction	of	the importance of literacy	literacy	the importance	1	2
fG57.052.04949	Frown	1990	G57	Non-fiction	of	the district schools of the hinterland	the hinterland	the district schools	2	3
fG57.052.04949	Frown	1990	G57	Non-fiction	of	The town schools of eighteenth-century Massachusetts	eighteenth-century Massachusetts	The town schools	2	3
fG57.052.04949	Frown	1990	G57	Non-fiction	of	the lessons of parents and ministers	parents and ministers	the lessons	3	2
fG57.052.04949	Frown	1990	G57	Non-fiction	of	the principles of Protestantism	Protestantism	the principles	1	2
fG57.052.04952	Frown	1990	G57	Non-fiction	of	the emergence of a strong commercial class	a strong commercial class	the emergence	4	2
fG57.052.05003	Frown	1990	G57	Non-fiction	of	the religious complexion of the country	the country	the religious complexion	2	3
fG57.052.05008	Frown	1990	G57	Non-fiction	s	Darwin's theory of evolution	Darwin	theory of evolution	1	3
fG57.062.04957	Frown	1990	G57	Non-fiction	of	the spirituality of the people	the people	the spirituality	2	2
fG57.062.04958	Frown	1990	G57	Non-fiction	of	the consciousness of generations of settlers and their children	generations of settlers and their children	the consciousness	6	2
fG57.062.04973	Frown	1990	G57	Non-fiction	of	the fate of American education	American education	the fate	2	2
fG57.072.04994	Frown	1990	G57	Non-fiction	of	the power of religion	religion	the power	1	2
fG57.092.04964	Frown	1990	G57	Non-fiction	of	the scientific views of a Jefferson	a Jefferson	the scientific views	2	3
fG57.092.04964	Frown	1990	G57	Non-fiction	of	the radicalism of a Paine	a Paine	the radicalism	2	2
fG57.092.04964	Frown	1990	G57	Non-fiction	of	the continued power of secularism	secularism	the continued power	1	3
fG57.092.04964	Frown	1990	G57	Non-fiction	of	the skepticism of a Voltaire	a Voltaire	the skepticism	2	2
fG57.112.05012	Frown	1990	G57	Non-fiction	of	the moral mission of the schools	the schools	the moral mission	2	3
fG67.002.05860	Frown	1990	G67	Non-fiction	of	the excitement of the seminar	the seminar	the excitement	2	2
fG67.002.05879	Frown	1990	G67	Non-fiction	of	the first phase of the study	the study	the first phase	2	3
fG67.002.05888	Frown	1990	G67	Non-fiction	s	the committee's impressive roster	the committee	impressive roster	2	2
fG67.002.05891	Frown	1990	G67	Non-fiction	s	McNickle's specific contribution	McNickle	specific contribution	1	2
fG67.012.05877	Frown	1990	G67	Non-fiction	of	the application of the research	the research	the application	2	2
fG67.012.05902	Frown	1990	G67	Non-fiction	s	the Navajo's world view	the Navajo	world view	2	2
fG67.012.05902	Frown	1990	G67	Non-fiction	of	the center of the Navajo 's world view	the Navajo 's world view	the center	5	2
fG67.012.05906	Frown	1990	G67	Non-fiction	of	the problems of its internal organization	its internal organization	the problems	3	2
fG67.022.05876	Frown	1990	G67	Non-fiction	of	the next phase of the project	the project	the next phase	2	3
fG67.022.05893	Frown	1990	G67	Non-fiction	of	the second phase of the study	the study	the second phase	2	3
fG67.023.05864	Frown	1990	G67	Non-fiction	of	the purpose of the personality study itself	the personality study itself	the purpose	4	2
fG67.032.05892	Frown	1990	G67	Non-fiction	of	the end of the war	the war	the end	2	2
fG67.033.05903	Frown	1990	G67	Non-fiction	of	the problems of cross-cultural health education	cross-cultural health education	the problems	3	2
fG67.052.05875	Frown	1990	G67	Non-fiction	of	the preliminary analysis of the data	the data	the preliminary analysis	2	3
fG67.062.05878	Frown	1990	G67	Non-fiction	of	the ultimate goal of the project	the project	the ultimate goal	2	3
fG67.062.05880	Frown	1990	G67	Non-fiction	of	the second phase of the study	the study	the second phase	2	3
fG67.062.05887	Frown	1990	G67	Non-fiction	of	the hands of Bureau personnel	Bureau personnel	the hands	2	2
fG67.062.05908	Frown	1990	G67	Non-fiction	s	the Bureau's Navajo Human Dependency Survey	the Bureau	Navajo Human Dependency Survey	2	4
fG67.082.05867	Frown	1990	G67	Non-fiction	s	Collier's mystical perception	Collier	mystical perception	1	2
fG67.082.05896	Frown	1990	G67	Non-fiction	of	the nature of his involvement	his involvement	the nature	2	2
fG67.092.05889	Frown	1990	G67	Non-fiction	s	the committee's final report	the committee	final report	2	2
fG67.092.05889	Frown	1990	G67	Non-fiction	of	the attitudes of a few individuals	a few individuals	the attitudes	3	2
fG67.093.05890	Frown	1990	G67	Non-fiction	of	the beneficiaries of his foresight	his foresight	the beneficiaries	2	2
fG67.093.05890	Frown	1990	G67	Non-fiction	of	the insights of the social sciences	the social sciences	the insights	3	2
fG67.102.05871	Frown	1990	G67	Non-fiction	of	the full spectrum of the research	the research	the full spectrum	2	3
fG72.002.06334	Frown	1990	G72	Non-fiction	of	the first day of the coup	the coup	the first day	2	3
fG72.002.06372	Frown	1990	G72	Non-fiction	of	the eve of the coup	the coup	the eve	2	2
fG72.002.06383	Frown	1990	G72	Non-fiction	of	the chief architect of the Soviet collapse	the Soviet collapse	the chief architect	3	3
fG72.002.06391	Frown	1990	G72	Non-fiction	of	the parameters of permitted discussion	permitted discussion	the parameters	2	2
fG72.002.06391	Frown	1990	G72	Non-fiction	of	the policy of glasnost	glasnost	the policy	1	2
fG72.002.06391	Frown	1990	G72	Non-fiction	of	the people of the Soviet Union	the Soviet Union	the people	3	2
fG72.012.06330	Frown	1990	G72	Non-fiction	of	the best and the brightest of the society they governed	the society they governed	the best and the brightest	4	5
fG72.012.06330	Frown	1990	G72	Non-fiction	of	the top of the communist system	the communist system	the top	3	2
fG72.012.06362	Frown	1990	G72	Non-fiction	of	the elections of 1989	1989	the elections	1	2
fG72.013.06315	Frown	1990	G72	Non-fiction	of	the president of Armenia	Armenia	the president	1	2
fG72.022.06322	Frown	1990	G72	Non-fiction	s	Moscow's Sheremetyevo Airport	Moscow	Sheremetyevo Airport	1	2
fG72.032.06320	Frown	1990	G72	Non-fiction	of	the three dramatic days of August	August	the three dramatic days	1	4
fG72.032.06333	Frown	1990	G72	Non-fiction	of	the 72 hours of the coup	the coup	the 72 hours	2	3
fG72.032.06367	Frown	1990	G72	Non-fiction	of	the everyday lives of the people of the Soviet Union	the people of the Soviet Union	the everyday lives	6	3
fG72.032.06367	Frown	1990	G72	Non-fiction	of	the people of the Soviet Union	the Soviet Union	the people	3	2
fG72.033.06377	Frown	1990	G72	Non-fiction	of	the result of their failure	their failure	the result	2	2
fG72.052.06373	Frown	1990	G72	Non-fiction	of	the functions of precisely those organizations that the plotters headed	precisely those organizations that the plotters headed	the functions	7	2
fG72.052.06373	Frown	1990	G72	Non-fiction	of	the prospect of this new union treaty	this new union treaty	the prospect	4	2
fG72.062.06323	Frown	1990	G72	Non-fiction	s	the airport's VIP lounge	the airport	VIP lounge	2	2
fG72.072.06361	Frown	1990	G72	Non-fiction	of	the champion of the toiling masses	the tolling masses	the champion	3	2
fG72.072.06361	Frown	1990	G72	Non-fiction	of	the vanguard of the just society	the just society	the vanguard	3	2
fG72.072.06366	Frown	1990	G72	Non-fiction	of	the formerly sacred precepts of Marxism-Leninism	Marxism-Leninism	the formerly sacred precepts	1	4
fG72.082.06318	Frown	1990	G72	Non-fiction	of	the leaders of the most powerful institutions of the Soviet Union	the most powerful institutions of the Soviet Union	the leaders	8	2
fG72.082.06318	Frown	1990	G72	Non-fiction	of	The ranks of the eight-man junta	the eight-man junta	the ranks	3	2
fG72.082.06318	Frown	1990	G72	Non-fiction	of	the most powerful institutions of the Soviet Union	the Soviet Union	the most powerful institutions	3	4
fG72.092.06300	Frown	1990	G72	Non-fiction	s	Mikhail Gorbachev's special adviser	Mikhail Gorbachev	special advisor	2	2
fG72.092.06327	Frown	1990	G72	Non-fiction	of	the focal point of resistance	resistance	the focal point	1	3
fG72.102.06326	Frown	1990	G72	Non-fiction	of	the streets of Moscow	Moscow	the streets	1	2
fG72.112.06357	Frown	1990	G72	Non-fiction	of	the stalwart defender of socialism	socialism	the stalwart defender	1	3
fG73.002.06401	Frown	1990	G73	Non-fiction	of	the voice of the poet	the poet	the voice	2	2
fG73.002.06405	Frown	1990	G73	Non-fiction	of	the great readers of Melville	Melville	the great readers	1	3
fG73.002.06432	Frown	1990	G73	Non-fiction	of	the value of literature	literature	the value	1	2
fG73.002.06441	Frown	1990	G73	Non-fiction	of	the character of Melville's theft	Melville's theft	the character	2	2
fG73.002.06464	Frown	1990	G73	Non-fiction	of	the description of the fall of the sailor White Jacket	the fall of the sailor White Jacket	the description	7	2
fG73.002.06464	Frown	1990	G73	Non-fiction	of	the fall of the sailor White Jacket	the sailor White Jacket	the fall	4	2
fG73.002.06464	Frown	1990	G73	Non-fiction	of	the topmost spar of the mast	the mast	the topmost spar	2	3
fG73.002.06470	Frown	1990	G73	Non-fiction	of	the heavy skirts of my jacket	my jacket	the heavy skirts	2	3
fG73.002.06470	Frown	1990	G73	Non-fiction	of	the sudden swells of the calm sea	the calm sea	the sudden swells	3	3
fG73.002.06470	Frown	1990	G73	Non-fiction	of	the end of weather-top-gallant-yard-arm	weather-top-gallant-yard-arm	the end	1	2
fG73.003.06397	Frown	1990	G73	Non-fiction	s	Schlegel's sense of the poetic voice	Schlegel	sense of the poetic voice	1	5
fG73.012.06410	Frown	1990	G73	Non-fiction	of	The narrator-protagonist of this novel	this novel	The narrator-protagonist	2	2
fG73.012.06442	Frown	1990	G73	Non-fiction	of	strategic placement of his borrowed passages	his borrowed passages	strategic placement	3	2
fG73.032.06426	Frown	1990	G73	Non-fiction	s	Toft's apparently insistent questioning	Toft	apparently insistent questioning	1	3
fG73.033.06448	Frown	1990	G73	Non-fiction	s	Vincent's own painstaking labor	Vincent	own painstaking labor	1	3
fG73.042.06452	Frown	1990	G73	Non-fiction	of	the level of the signifier	the signifier	the level	2	2
fG73.062.06411	Frown	1990	G73	Non-fiction	of	the end of the novel	the novel	the end	2	2
fG73.062.06459	Frown	1990	G73	Non-fiction	of	mere surface differences of the signifier	the signifier	mere surface differences	2	3
fG73.062.06462	Frown	1990	G73	Non-fiction	of	the very possibility of identity	identity	the very possibility	1	3
fG73.062.06462	Frown	1990	G73	Non-fiction	of	the heart of the matter	the matter	the heart	2	2
fG73.092.06460	Frown	1990	G73	Non-fiction	of	the belief in and protection of private property	private property	the belief in and protection	2	5
fG73.102.06453	Frown	1990	G73	Non-fiction	s	Melville's mode of writing	Melville	mode of writing	1	3
fG73.102.06453	Frown	1990	G73	Non-fiction	of	the level of the signifier	the signifier	the level	2	2
fG73.102.06458	Frown	1990	G73	Non-fiction	of	the level of content	content	the level	1	2
fG73.102.06458	Frown	1990	G73	Non-fiction	of	the only slightly differing surface signifiers of each text	each text	the only slightly differing surface signifiers	2	6
fG73.102.06461	Frown	1990	G73	Non-fiction	s	Toft's curious questions	Toft	curious questions	1	2
fG73.122.06433	Frown	1990	G73	Non-fiction	of	the true identity of a character like White Jacket	a character like White Jacket	the true identity	5	3
fG74.002.06489	Frown	1990	G74	Non-fiction	of	the bleak northern suburbs of Lansing	Lansing	the bleak northern suburbs	1	4
fG74.002.06489	Frown	1990	G74	Non-fiction	of	the childhood experience of Malcolm Little	Malcolm Little	the childhood experience	2	3
fG74.012.06488	Frown	1990	G74	Non-fiction	of	the street life of Boston	Boston	the street life	1	3
fG74.022.06495	Frown	1990	G74	Non-fiction	s	his mother's family name	his mother	family name	2	2
fG74.022.06542	Frown	1990	G74	Non-fiction	of	the black community of Saratoga	Saratoga	the black community	1	3
fG74.032.06522	Frown	1990	G74	Non-fiction	of	either side of the railroad tracks	the railroad tracks	either side	3	2
fG74.033.06499	Frown	1990	G74	Non-fiction	of	the simplicity of daily life	daily life	the simplicity	2	2
fG74.042.06543	Frown	1990	G74	Non-fiction	of	either side of the principal's office	the principal's office	either side	3	2
fG74.052.06486	Frown	1990	G74	Non-fiction	of	the top of his otherwise white class	his otherwise white class	the top	4	2
fG74.052.06553	Frown	1990	G74	Non-fiction	of	the company of my cousins	my cousins	the company	2	2
fG74.062.06479	Frown	1990	G74	Non-fiction	of	the economic hardships of the Depression	the Depression	the economic hardships	2	3
fG74.082.06510	Frown	1990	G74	Non-fiction	s	Mr. Nichols' general store	Mr. Nichols	general store	2	2
fG74.092.06491	Frown	1990	G74	Non-fiction	of	the economic pinch of the Great Depression	the Great Depression	the economic pinch	3	3
fG74.122.06493	Frown	1990	G74	Non-fiction	of	the backyards of small clapboard houses	small clapboard houses	the backyards	3	2
fG74.122.06493	Frown	1990	G74	Non-fiction	of	the shade of fruit-bearing trees	fruit-bearing trees	the shade	2	2
fJ18.002.03010	Frown	1990	J18	Learned	of	the main subject of this book	this book	the main subject	2	3
fJ18.002.03023	Frown	1990	J18	Learned	of	Quantum mechanical models of this single particle	this single particle	Quantum mechanical models	3	3
fJ18.002.03077	Frown	1990	J18	Learned	of	the descriptions of the system	the system	the descriptions	2	2
fJ18.012.03068	Frown	1990	J18	Learned	of	the state of the system	the system	the state	2	2
fJ18.012.03071	Frown	1990	J18	Learned	of	the state of the system	the system	the state	2	2
fJ18.012.03125	Frown	1990	J18	Learned	of	the fundamental ingredient of our model	our model	the fundamental ingredient	2	3
fJ18.022.03112	Frown	1990	J18	Learned	of	the fundamental ingredient of our model	our model	the fundamental ingredient	2	3
fJ18.053.03022	Frown	1990	J18	Learned	of	the velocity of the particle between	the particle between	the velocity	3	2
fJ18.072.03018	Frown	1990	J18	Learned	of	the states of this system	this system	the states	2	2
fJ18.092.03036	Frown	1990	J18	Learned	of	the result of such an observation	such an observation	the result	3	2
fJ18.112.03027	Frown	1990	J18	Learned	of	the states of this system	this system	the states	2	2
fJ22.002.03612	Frown	1990	J22	Learned	of	the member states of the EC	the EC	the member state	2	3
fJ22.002.03632	Frown	1990	J22	Learned	of	the right of the EC	the EC	the right	2	2
fJ22.002.03650	Frown	1990	J22	Learned	of	the organization of the Commission	the Commission	the organization	2	2
fJ22.002.03662	Frown	1990	J22	Learned	of	The scope and ambition of the EC policy	the EC policy	The scope and ambition	3	4
fJ22.002.03675	Frown	1990	J22	Learned	of	the annex of the document	the document	the annex	2	2
fJ22.012.03636	Frown	1990	J22	Learned	of	the social concerns of the day	the day	the social concerns	2	3
fJ22.012.03697	Frown	1990	J22	Learned	of	the influence of research conducted in the Commission	research conducted in the Commission	the influence	5	2
fJ22.012.03705	Frown	1990	J22	Learned	of	focal points of controversy	controversy	focal points	1	2
fJ22.022.03615	Frown	1990	J22	Learned	of	the definition of discrimination	discrimination	the definition	1	2
fJ22.022.03615	Frown	1990	J22	Learned	of	the quality of enforcement	enforcement	the quality	1	2
fJ22.022.03671	Frown	1990	J22	Learned	s	the Community's longstanding commitment	the Community	longstanding commitment	2	2
fJ22.022.03671	Frown	1990	J22	Learned	of	the opening sentence of the document	the document	the opening sentence	2	3
fJ22.022.03671	Frown	1990	J22	Learned	of	the situation of women	women	the situation	1	2
fJ22.022.03677	Frown	1990	J22	Learned	of	the role of the EC	the EC	the role	2	2
fJ22.022.03692	Frown	1990	J22	Learned	of	the agenda of the Commission	the Commission	the agenda	2	2
fJ22.032.03637	Frown	1990	J22	Learned	of	the political agendas of the countries of Western Europe	the countries of Western Europe	the political agendas	5	3
fJ22.032.03637	Frown	1990	J22	Learned	of	the agenda of the EC	the EC	the agenda	2	2
fJ22.032.03637	Frown	1990	J22	Learned	of	the countries of Western Europe	Western Europe	the countries	2	2
fJ22.033.03640	Frown	1990	J22	Learned	of	the meaning of Article 119	Article 119	the meaning	2	2
fJ22.042.03699	Frown	1990	J22	Learned	of	the writers of the document	the document	the writers	2	2
fJ22.042.03699	Frown	1990	J22	Learned	of	the efficacy of laws	laws	the efficacy	1	2
fJ22.052.03643	Frown	1990	J22	Learned	of	the meaning of each directive	each directive	the meaning	2	2
fJ22.052.03698	Frown	1990	J22	Learned	of	the psychological dimension of discrimination	discrimination	the psychological dimension	1	3
fJ22.072.03642	Frown	1990	J22	Learned	of	the Equal Pay Directive of 1975	1975	the Equal Pay Directive	1	4
fJ22.072.03642	Frown	1990	J22	Learned	of	the Equal Treatment Directive of 1976	1976	the Equal Treatment Directive	1	4
fJ22.072.03642	Frown	1990	J22	Learned	of	the Social Security Directive of 1978	1978	the Social Security Directive	1	4
fJ22.072.03654	Frown	1990	J22	Learned	of	the direction of the commissioner	the commissioner	the direction	2	2
fJ22.092.03644	Frown	1990	J22	Learned	of	the definition of equal pay in the EC	equal pay in the EC	the definition	5	2
fJ22.112.03638	Frown	1990	J22	Learned	of	The Social Action Program of 1974	1974	The Social Action Program	1	4
fJ23.002.03720	Frown	1990	J23	Learned	of	the motivations of the actors	the actors	the motivations	2	2
fJ23.002.03764	Frown	1990	J23	Learned	of	the intentional design of formal institutions	formal institutions	the intentional design	2	3
fJ23.002.03775	Frown	1990	J23	Learned	of	the survival of various institutional forms	various institutional forms	the survival	3	2
fJ23.002.03782	Frown	1990	J23	Learned	s	a person's bargaining power	a person	bargaining power	2	2
fJ23.002.03788	Frown	1990	J23	Learned	of	the existence of competition	competition	the existence	1	2
fJ23.002.03798	Frown	1990	J23	Learned	of	the existence of competition	competition	the existence	1	2
fJ23.012.03760	Frown	1990	J23	Learned	of	the general logic of compensation	compensation	the general logic	1	3
fJ23.012.03785	Frown	1990	J23	Learned	s	a person's bargaining power	a person	bargaining power	2	2
fJ23.012.03800	Frown	1990	J23	Learned	of	the availability of alternatives	alternatives	the availability	1	2
fJ23.012.03800	Frown	1990	J23	Learned	of	the existence of competition in social institutions	competition in social institutions	the existence	4	2
fJ23.022.03722	Frown	1990	J23	Learned	of	the approach of the new institutional economics	the new institutional economics	the approach	4	2
fJ23.022.03762	Frown	1990	J23	Learned	of	the mechanism of change	change	the mechanism	1	2
fJ23.022.03768	Frown	1990	J23	Learned	of	the weakness of most accounts	most accounts	the weakness	2	2
fJ23.022.03768	Frown	1990	J23	Learned	s	Posner's insurance explanation	Posner	insurance explanation	1	2
fJ23.022.03773	Frown	1990	J23	Learned	of	the main influence of the market	the market	the main influence	2	3
fJ23.032.03717	Frown	1990	J23	Learned	of	the result of these changes	these changes	the result	2	2
fJ23.032.03765	Frown	1990	J23	Learned	of	the utility of this concept	this concept	the utility	2	2
fJ23.032.03792	Frown	1990	J23	Learned	of	the existence of competition	competition	the existence	1	2
fJ23.042.03745	Frown	1990	J23	Learned	of	the importance of power asymmetries	power asymmetries	the importance	2	2
fJ23.042.03755	Frown	1990	J23	Learned	of	the enjoyment of community resources	community resources	the enjoyment	2	2
fJ23.042.03789	Frown	1990	J23	Learned	of	the basis of the theory of exchange and competition	the theory of exchange and competition	the basis	6	2
fJ23.052.03781	Frown	1990	J23	Learned	s	the actors' bargaining power	the actors	bargaining power	2	2
fJ23.053.03742	Frown	1990	J23	Learned	of	the importance of asymmetries	asymmetries	the importance	1	2
fJ23.062.03757	Frown	1990	J23	Learned	of	the long-term efficiency of the property rights scheme	the property rights scheme	the long-term efficiency	4	3
fJ23.062.03791	Frown	1990	J23	Learned	of	the asymmetries of power	power	the asymmetries	1	2
fJ23.072.03739	Frown	1990	J23	Learned	of	the distributional features of informal social conventions	informal social conventions	the distributional features	3	3
fJ23.073.03719	Frown	1990	J23	Learned	of	the third important element of the transaction-costs theory	the transaction-costs theory	the third important element	3	4
fJ23.082.03723	Frown	1990	J23	Learned	of	the contractual arrangements of social organization	social organization	the contractual arrangements	2	3
fJ23.082.03730	Frown	1990	J23	Learned	of	the least costly forms of organization	organization	the least costly forms	1	4
fJ23.082.03777	Frown	1990	J23	Learned	of	the existence of a large number of firms seeking profits from a common pool of consumers	a large number of firms seeking profits from a common pool of consumers	the existence	8	2
fJ23.092.03746	Frown	1990	J23	Learned	of	the importance of power	power	the importance	1	2
fJ23.112.03728	Frown	1990	J23	Learned	of	the efforts of social actors	social actors	the efforts	2	2
fJ23.112.03728	Frown	1990	J23	Learned	of	the interests of the state	the state	the interests	2	2
fJ26.002.04004	Frown	1990	J26	Learned	of	the basins of large tributaries	large tributaries	the basins	2	2
fJ26.002.04006	Frown	1990	J26	Learned	of	the population of these two peoples	these two peoples	the population	3	2
fJ26.002.04018	Frown	1990	J26	Learned	of	the introduction of fever and ague	fever and ague	the introduction	3	2
fJ26.002.04024	Frown	1990	J26	Learned	of	inadequate treatment of the disease	the disease	inadequate treatment	2	2
fJ26.002.04024	Frown	1990	J26	Learned	of	the earliest years of the epidemic	the epidemic	the earliest years	2	3
fJ26.002.04033	Frown	1990	J26	Learned	of	the mortality side of the population	the population	the mortality side	2	3
fJ26.002.04052	Frown	1990	J26	Learned	of	the Haida population of the Queen Charlottes	the Queen Charlottes	the Haida population	3	3
fJ26.002.04052	Frown	1990	J26	Learned	of	The steady population decline of the Lower Columbia Indians	the Lower Columbia Indians	The steady population decline	4	4
fJ26.002.04052	Frown	1990	J26	Learned	of	the sudden catastrophic drop of the Haida population of the Queen Charlottes	the Haida population of the Queen Charlottes	the sudden catastrophic drop	7	4
fJ26.012.04046	Frown	1990	J26	Learned	of	the peripheries of the endemic malaria zone	the endemic malaria zone	the peripheries	4	2
fJ26.022.04005	Frown	1990	J26	Learned	of	the banks of the Columbia and Kalapuyans	the Columbia and Kalapuyans	the banks	4	2
fJ26.022.04014	Frown	1990	J26	Learned	of	different regions of the Americas	the Americas	different regions	2	2
fJ26.023.04019	Frown	1990	J26	Learned	of	the dynamics of this decline	this decline	the dynamics	2	2
fJ26.032.03992	Frown	1990	J26	Learned	of	the hemispheric smallpox epidemic of the 1520s	the 1520s	the hemispheric smallpox epidemic	2	4
fJ26.052.04049	Frown	1990	J26	Learned	of	the sum total of the Willamette Valley indigenes	the Willamette Valley indigenes	the sum total	4	3
fJ26.062.04044	Frown	1990	J26	Learned	of	the population of the Willamette Valley Indians	the Willamette Valley Indians	the population	4	2
fJ26.072.04010	Frown	1990	J26	Learned	of	the identity of this disease	this disease	the identity	2	2
fJ26.072.04027	Frown	1990	J26	Learned	of	the actual dynamics of death	death	the actual dynamics	1	3
fJ26.082.04016	Frown	1990	J26	Learned	of	the unbroken tropical and subtropical regions of the Amazon	the Amazon	the unbroken tropical and subtropical regions	2	6
fJ26.093.04031	Frown	1990	J26	Learned	of	the record book of an 1830s Willamette Valley mission school	an 1830s Willamette Valley mission school	the record book	6	3
fJ32.002.04527	Frown	1990	J32	Learned	of	the role of word frequency	word frequency	the role	2	2
fJ32.002.04568	Frown	1990	J32	Learned	of	the use of inappropriate normative samples of word frequency	inappropriate normative samples of word frequency	the use	6	2
fJ32.002.04585	Frown	1990	J32	Learned	of	the mercy of a number of sociolinguistic influences	a number of sociolinguistic influences	the mercy	5	2
fJ32.002.04589	Frown	1990	J32	Learned	of	the frequency of word usage	word usage	the frequency	2	2
fJ32.002.04598	Frown	1990	J32	Learned	s	children's oral language	children	oral language	1	2
fJ32.012.04529	Frown	1990	J32	Learned	of	the probability of various sayings or messages	various sayings or messages	the probability	4	2
fJ32.032.04535	Frown	1990	J32	Learned	of	the recent applications of word frequency	word frequency	the recent applications	2	3
fJ32.042.04565	Frown	1990	J32	Learned	of	the history of frequency research	frequency research	the history	2	2
fJ32.062.04519	Frown	1990	J32	Learned	of	the relative frequencies of dirty words	dirty words	the relative frequencies	2	3
fJ32.062.04602	Frown	1990	J32	Learned	of	situation and social status of the children 's family	the children 's family	situation and social status	4	4
fJ32.073.04571	Frown	1990	J32	Learned	of	the frequency of many colloquially used words	many colloquially used words	the frequency	4	2
fJ32.092.04512	Frown	1990	J32	Learned	of	the frequency of dirty word usage	dirty word usage	the frequency	3	2
fJ32.102.04540	Frown	1990	J32	Learned	of	the best predictors of response time	response time	the best predictors	2	3
fJ32.102.04596	Frown	1990	J32	Learned	of	the spoken language samples of college students	college students	the spoken language samples	2	4
fJ38.002.05075	Frown	1990	J38	Learned	of	real incomes of the poor	the poor	real incomes	2	2
fJ38.002.05110	Frown	1990	J38	Learned	of	the most valuable contributions of BMW	BMW	the most valuable contributions	1	4
fJ38.002.05127	Frown	1990	J38	Learned	of	critical features of the Indian economy	the Indian economy	critical features	3	2
fJ38.002.05133	Frown	1990	J38	Learned	of	the greater openness of most developing countries	most developing countries	the greater openness	3	3
fJ38.002.05139	Frown	1990	J38	Learned	s	India's economic structure	India	economic structure	1	2
fJ38.002.05139	Frown	1990	J38	Learned	of	Two other key features of India 's economic structure	India 's economic structure	Two other key features	4	4
fJ38.002.05153	Frown	1990	J38	Learned	s	India's city growth slowdown	India	city growth slowdown	1	3
fJ38.012.05077	Frown	1990	J38	Learned	of	the impact of new investment	new investment	the impact	2	2
fJ38.013.05071	Frown	1990	J38	Learned	of	the presence of such distortions	such distortions	the presence	2	2
fJ38.022.05154	Frown	1990	J38	Learned	of	the relative unimportance of rural push factors	rural push factors	the relative unimportance	3	3
fJ38.032.05078	Frown	1990	J38	Learned	of	the neglect of agriculture	agriculture	the neglect	1	2
fJ38.042.05134	Frown	1990	J38	Learned	of	the costs of traded goods or nontraded inputs	traded goods or nontraded inputs	the costs	5	2
fJ38.042.05134	Frown	1990	J38	Learned	s	India's semiclosed economy	India	semiclosed economy	1	2
fJ38.052.05087	Frown	1990	J38	Learned	of	the supply of critical intermediate inputs	critical intermediate inputs	the supply	3	2
fJ38.052.05087	Frown	1990	J38	Learned	of	the growth of Indian towns and cities	Indian towns and cities	the growth	4	2
fJ38.052.05152	Frown	1990	J38	Learned	of	living standards of the poor	the poor	living standards	2	2
fJ38.052.05156	Frown	1990	J38	Learned	of	the importance of urban nonmanufacturing sectors and rural nonagricultural sectors	urban nonmanufacturing sectors and rural nonagricultural sectors	the importance	7	2
fJ38.062.05072	Frown	1990	J38	Learned	of	the key flaw of the Mahalanobis strategy	the Mahalanobis strategy	the key flaw	3	3
fJ38.062.05079	Frown	1990	J38	Learned	of	the earnings of most unskilled workers	most unskilled workers	the earnings	3	2
fJ38.062.05125	Frown	1990	J38	Learned	of	the superiority of economic models	economic models	the superiority	2	2
